attendance_id,enrollment_id,session_date,status
A015181,E0228,2026-07-21,Present
A014476,E0219,2026-09-03,Present
A014739,E0222,09/02/2026,Absent
A000480,E0007,2024-02-22,Present
A008356,E0118,11/21/2024,Present
A003469,E0048,2024-02-08,Present
A006926,E0097,2025-02-05,Present
A000104,E0002,01/02/2024,Present
A001158,E0017,2023-10-19,Present
A010872,E0170,01/08/2026,Present
A008808,E0125,2024-09-10,Present
A001384,E0020,2023-10-24,Present
A011617,E0181,2025-12-16,Present
A004514,E0060,2024-02-05,Present
A011098,E0174,2025-10-16,Present
A007783,E0110,11/14/2024,Present
A011784,E0184,2026-02-26,Present
A003753,E0051,2024-01-11,Present
A000648,E0009,2024-04-30,Present
A013654,E0210,2026-07-14,Present
A014016,E0214,2026-07-30,Present
A011255,E0176,2025-12-09,Present
A014689,E0222,2026-06-08,Present
A013856,E0212,2026-08-27,Present
A001458,E0021,2023-10-19,Present
A012008,E0187,2026-03-26,Present
A012059,E0188,2026-01-13,Present
A006483,E0093,2024-09-16,Present
A013655,E0210,2026-07-15,Present
A010166,E0144,2025-02-04,Present
A003616,E0049,2024-05-07,Present
A000884,E0013,2024-02-01,Excused
A007021,E0099,2024-08-12,Present
A000544,E0008,01/16/2024,Present
A014436,E0219,2026-06-25,Present
A005858,E0086,2024-08-27,Present
A014918,E0225,2026-07-01,Present
A005119,E0072,2024-05-30,Present
A004190,E0056,04/04/2024,Present
A007637,E0107,2025-05-06,Present
A003528,E0048,2024-05-28,P
A006370,E0092,2024-08-12,Present
A000742,E0011,02/29/2024,Present
A009159,E0130,2024-09-10,Present
A005647,E0083,2025-01-13,Present
A005791,E0085,2024-10-10,Present
A012717,E0197,2026-05-19,Present
A002145,E0030,12/07/2023,Present
A001881,E0026,2024-04-23,Present
A011526,E0180,2025-10-02,Present
A009203,E0130,2025-02-27,Present
A013462,E0208,2025-11-06,Present
A000334,E0005,2024-01-18,Present
A007960,E0112,2025-03-20,Tardy
A011826,E0185,2025-10-23,Present
A002287,E0032,2024-01-11,Present
A010093,E0143,2025-02-04,Present
A000715,E0011,2023-11-14,present
A003345,E0046,2024-02-29,Present
A004437,E0059,2024-03-14,Present
A006007,E0087,2024-12-10,Present
A004194,E0056,2024-04-11,Present
A014617,E0221,2026-07-06,Present
A003387,E0046,2024-05-20,Present
A003064,E0043,2023-09-12,excused
A004451,E0059,2024-04-09,Present
A012832,E0199,2026-01-29,Present
A004238,E0056,07/03/2024,Present
A012899,E0200,2026-01-13,Present
A014483,E0219,2026-09-16,A
A000840,E0012,2024-05-23,Present
A013269,E0205,2026-02-17,Present
A010947,E0171,2026-01-20,P
A010337,E0146,2025-05-08,Present
A005981,E0087,10/17/2024,Present
A004878,E0066,05/07/2024,Tardy
A006026,E0087,2025-01-23,Present
A003838,E0051,2024-06-13,Present
A008392,E0118,04/22/2025,Present
A007277,E0102,2024-11-07,Present
A014522,E0220,2026-06-23,Present
A000745,E0011,2024-03-12,Present
A001966,E0027,2024-05-28,Present
A005715,E0084,11/11/2024,Present
A009718,E0138,2024-12-19,Present
A001143,E0016,06/04/2024,Present
A010229,E0145,12/19/2024,Present
A002994,E0042,2023-09-28,Present
A001207,E0017,2024-04-25,Present
A008490,E0120,2024-10-10,Present
A014541,E0220,2026-07-27,Present
A014909,E0225,2026-06-16,Present
A013130,E0203,2026-03-05,Present
A011419,E0178,2026-03-03,Present
A003324,E0046,2024-01-24,Present
A008332,E0117,2025-06-05,Present
A000531,E0008,2023-11-16,Present
A010631,E0166,11/11/2025,Present
A007020,E0098,2025-02-06,Present
A005262,E0076,2024-04-11,Present
A006833,E0096,2025-02-05,Excused
A008978,E0127,2025-02-06,Present
A009572,E0136,12/19/2024,Present
A002526,E0035,2024-02-29,Present
A010843,E0170,2025-09-09,Present
A007224,E0101,2025-02-04,Absent
A009058,E0128,2025-03-04,Present
A011075,E0173,2026-05-05,present
A012231,E0190,2026-04-28,Present
A013433,E0207,2026-05-05,Present
A006707,E0095,2024-11-20,Excused
A013155,E0203,2026-06-09,Present
A002413,E0034,2023-10-05,Present
A003711,E0050,2024-04-29,Present
A005026,E0070,2024-04-04,present
A013220,E0204,05/14/2026,P
A011171,E0175,2025-10-21,PRESENT
A008016,E0113,03/06/2025,Present
A012522,E0195,2025-10-23,Present
A012869,E0200,2025-09-09,Present
A004897,E0067,2024-02-22,Present
A005884,E0086,10/10/2024,PRESENT
A006978,E0098,2024-11-06,Present
A013752,E0211,2026-07-30,Present
A009415,E0134,2024-11-05,Present
A006537,E0093,2025-01-07,Present
A013166,E0204,2025-10-09,Present
A013230,E0205,2025-09-11,Present
A002118,E0029,2024-06-04,Present
A004837,E0065,04/30/2024,Present
A011834,E0185,2025-11-20,Present
A015137,E0228,2026-05-05,Tardy
A011008,E0172,2025-11-20,Present
A012609,E0196,2026-01-06,PRESENT
A001184,E0017,2024-02-01,Present
A011442,E0178,05/28/2026,Present
A002936,E0041,2023-12-05,Present
A002789,E0039,2023-12-14,Absent
A004557,E0060,2024-04-24,Present
A007582,E0107,10/01/2024,
A005251,E0076,2024-03-05,Present
A003692,E0050,2024-03-20,Present
A005897,E0086,11/04/2024,Late
A003593,E0049,2024-03-21,PRESENT
A004289,E0057,2024-04-03,Tardy
A012623,E0196,02/24/2026,Present
A003997,E0054,2024-02-15,Present
A007304,E0102,2025-02-27,Present
A008207,E0116,2024-11-12,Present
A000622,E0009,2024-01-25,Tardy
A014912,E0225,06/22/2026,Present
A015170,E0228,2026-07-01,Present
A005776,E0085,2024-09-16,Present
A005904,E0086,2024-11-14,Present
A011411,E0178,2026-02-03,Present
A003596,E0049,2024-03-27,Present
A004076,E0055,2024-03-12,Present
A009827,E0139,2025-05-13,present
A004605,E0061,01/18/2024,Present
A014596,E0221,2026-05-28,Present
A013707,E0211,2026-05-13,Present
A005949,E0087,2024-08-22,P
A006495,E0093,2024-10-07,Present
A011900,E0186,2025-10-30,Present
A011209,E0175,03/24/2026,Present
A008627,E0122,2025-02-06,Present
A014067,E0215,2026-05-27,Excused
A000186,E0003,2024-01-25,Present
A015180,E0228,2026-07-20,Present
A013027,E0202,2025-10-28,Present
A012685,E0197,2026-01-20,Present
A008415,E0119,2024-10-03,Present
A014931,E0225,2026-07-23,Present
A006096,E0089,2024-08-20,Present
A004392,E0058,2024-04-09,Present
A006731,E0095,2025-01-21,P
A010145,E0144,2024-11-05,Present
A009635,E0137,2024-11-07,Present
A006278,E0091,08/13/2024,Present
A006995,E0098,2024-12-12,Present
A003670,E0050,2024-02-12,Present
A012215,E0190,2026-02-24,Present
A014647,E0221,2026-08-26,Present
A009669,E0137,2025-03-25,Present
A004360,E0058,2024-02-13,Present
A009685,E0137,2025-05-27,Present
A004992,E0069,2024-04-25,Present
A008084,E0114,2025-02-18,Present
A013575,E0209,2026-07-29,Present
A001595,E0022,2024-06-11,Present
A002535,E0035,2024-04-02,Tardy
A014126,E0215,09/08/2026,Present
A008098,E0114,2025-04-08,Present
A009553,E0136,2024-10-08,Present
A013146,E0203,2026-05-07,Present
A000677,E0010,2023-11-02,Present
A008773,E0124,2025-02-06,Present
A012770,E0198,2026-03-05,Present
A013517,E0209,2026-04-20,Present
A004755,E0063,04/11/2024,Present
A000922,E0014,09/12/2023,Present
A014341,E0218,2026-06-15,Present
A001183,E0017,01/30/2024,Present
A012070,E0188,2026-02-19,Present
A013638,E0210,2026-06-16,Present
A012983,E0201,2026-02-24,Present
A000222,E0003,2024-06-04,Present
A000559,E0008,2024-03-07,Present
A007111,E0099,02/04/2025,Present
A001328,E0019,2024-01-11,Present
A009240,E0131,2024-10-08,Present
A002457,E0034,2024-03-21,Present
A007758,E0109,01/30/2025,Absent
A013158,E0204,2025-09-11,present
A003510,E0048,2024-04-25,Present
A014788,E0223,06/25/2026,Present
A010633,E0166,2025-11-18,present
A014342,E0218,2026-06-16,Present
A011413,E0178,2026-02-10,Present
A002332,E0033,2023-09-14,Present
A008843,E0125,2025-01-28,Present
A014199,E0216,2026-08-12,Present
A002550,E0035,2024-05-28,Present
A007189,E0101,2024-09-17,Present
A000579,E0008,2024-05-21,Present
A011095,E0174,2025-10-07,present
A013644,E0210,2026-06-25,Present
A013880,E0213,2026-05-07,Present
A014868,E0224,2026-06-11,Present
A011729,E0183,2026-05-05,Present
A003781,E0051,2024-02-29,PRESENT
A001666,E0023,05/28/2024,Present
A007614,E0107,02/06/2025,Present
A006648,E0094,2025-02-06,present
A002583,E0036,2023-12-21,Present
A008519,E0120,2025-02-06,Present
A012477,E0194,2026-02-17,Present
A004105,E0055,2024-05-07,Present
A000725,E0011,2024-01-02,Absent
A002895,E0040,2024-04-09,P
A006661,E0095,2024-09-02,Excused
A011933,E0186,03/17/2026,Present
A001154,E0017,2023-10-05,Present
A009625,E0137,2024-10-03,Present
A010221,E0145,2024-11-14,Present
A008255,E0116,05/22/2025,Tardy
A000448,E0007,10/19/2023,Present
A001792,E0025,2024-02-29,Present
A005016,E0070,2024-02-29,Present
A007248,E0101,2025-05-06,present
A014544,E0220,2026-07-30,Present
A006085,E0088,2024-11-06,Present
A011337,E0177,01/27/2026,Present
A000945,E0014,2023-12-07,Present
A002169,E0030,03/07/2024,Present
A007763,E0109,02/18/2025,Excused
A004247,E0057,2024-01-22,Present
A002334,E0033,2023-09-21,present
A007200,E0101,2024-10-24,Tardy
A000876,E0013,2024-01-04,Present
A004547,E0060,2024-04-02,Present
A004554,E0060,04/18/2024,Present
A010663,E0166,2026-03-24,Present
A007765,E0110,2024-09-12,Present
A001316,E0019,2023-11-16,Present
A005141,E0073,03/28/2024,Present
A011967,E0187,2025-10-14,Present
A007572,E0106,2024-11-19,Present
A004732,E0062,2024-03-06,P
A004680,E0061,2024-06-04,Present
A003276,E0045,2024-04-30,Present
A009850,E0140,10/24/2024,Present
A013134,E0203,2026-03-19,Present
A004258,E0057,02/08/2024,Present
A008170,E0115,2025-04-03,Present
A004871,E0066,2024-04-09,Present
A014718,E0222,2026-07-28,Excused
A009628,E0137,2024-10-15,Present
A009056,E0128,02/25/2025,Present
A004862,E0066,03/07/2024,Present
A002134,E0030,2023-10-24,Present
A012075,E0188,2026-03-10,Present
A006735,E0095,2025-01-28,Present
A001627,E0023,2024-01-09,Present
A013424,E0207,2026-03-26,P
A009002,E0127,2025-05-08,Present
A001238,E0018,2023-11-07,Present
A005152,E0073,2024-05-09,present
A007337,E0103,2024-09-24,Present
A008423,E0119,2024-10-31,Present
A008702,E0123,02/13/2025,Tardy
A014434,E0219,2026-06-23,Excused
A014575,E0221,2026-04-22,Present
A014380,E0218,2026-08-20,Present
A003563,E0049,2024-01-30,Present
A001356,E0019,2024-04-23,Present
A000980,E0014,2024-04-18,Present
A010658,E0166,03/05/2026,Tardy
A006909,E0097,2025-01-07,Present
A001098,E0016,2023-12-19,Present
A004937,E0068,2024-02-27,Present
A001019,E0015,2023-12-05,Present
A004973,E0069,2024-02-15,Tardy
A013589,E0209,2026-08-24,Present
A001706,E0024,01/23/2024,Present
A003466,E0048,2024-02-05,Present
A010899,E0170,2026-04-21,Present
A013203,E0204,2026-03-10,Present
A015092,E0227,2026-07-20,Excused
A004253,E0057,2024-01-31,Present
A002076,E0029,2024-01-04,Present
A003624,E0049,2024-05-21,P
A014828,E0223,09/03/2026,Present
A006250,E0090,2024-12-11,Tardy
A009856,E0140,2024-11-14,Present
A011772,E0184,2026-01-15,Present
A007542,E0105,05/13/2025,Present
A004131,E0055,2024-06-20,Present
A002068,E0029,2023-11-30,Present
A003709,E0050,2024-04-24,Present
A001509,E0021,2024-05-02,Present
A014693,E0222,2026-06-15,Present
A002716,E0038,2023-10-17,Tardy
A006316,E0091,2024-10-17,Present
A011644,E0182,10/09/2025,Present
A001567,E0022,2024-02-29,Present
A005939,E0086,2025-02-04,Present
A005023,E0070,03/26/2024,Present
A001603,E0023,2023-10-03,Present
A000322,E0005,11/30/2023,Present
A004668,E0061,2024-05-14,Present
A003070,E0043,2023-10-03,Present
A004398,E0059,2024-01-08,present
A009150,E0129,05/15/2025,Present
A006662,E0095,2024-09-03,Present
A010515,E0159,07/02/2025,PRESENT
A013794,E0212,2026-05-12,Present
A008301,E0117,2025-02-11,Present
A011571,E0180,2026-03-31,Present
A005564,E0082,01/29/2025,Present
A012236,E0190,2026-05-14,Present
A012984,E0201,02/26/2026,Present
A000264,E0004,2024-02-06,Present
A008010,E0113,2025-02-13,PRESENT
A011159,E0175,2025-09-09,Present
A013272,E0205,2026-02-26,Present
A010651,E0166,02/10/2026,Present
A010216,E0145,2024-10-29,Present
A006467,E0093,2024-08-19,Present
A002754,E0038,2024-03-12,Present
A012161,E0189,2026-05-05,Present
A012194,E0190,11/20/2025,PRESENT
A007509,E0105,2025-01-09,Present
A008539,E0120,04/24/2025,Present
A005051,E0071,2024-02-15,Present
A000132,E0002,2024-04-09,present
A011268,E0176,02/05/2026,Present
A014888,E0225,2026-05-11,Present
A007384,E0103,2025-03-25,PRESENT
A012106,E0189,2025-09-25,Present
A005082,E0071,2024-06-06,Present
A002928,E0041,2023-10-31,Present
A002092,E0029,2024-02-29,Present
A002997,E0042,2023-10-10,Excused
A009051,E0128,2025-02-06,Present
A011980,E0187,2025-12-04,Present
A002620,E0036,2024-05-09,P
A001025,E0015,01/02/2024,Excused
A014573,E0221,2026-04-20,Present
A005782,E0085,2024-09-25,Present
A003060,E0042,2024-06-04,Present
A013414,E0207,2026-02-19,Present
A011921,E0186,2026-02-03,Present
A002930,E0041,2023-11-07,Present
A010839,E0169,2026-02-10,Present
A004882,E0066,2024-05-21,Present
A003695,E0050,03/26/2024,Present
A007090,E0099,2024-12-17,Present
A010297,E0146,12/03/2024,Present
A007839,E0111,09/17/2024,Present
A006046,E0088,08/29/2024,Present
A000111,E0002,2024-01-25,Present
A002443,E0034,2024-02-01,Present
A005484,E0082,2024-08-22,Present
A002523,E0035,2024-02-20,present
A009143,E0129,2025-04-22,Absent
A014018,E0214,2026-08-04,Present
A008123,E0115,2024-10-03,Present
A014471,E0219,2026-08-26,Present
A014127,E0215,2026-09-09,PRESENT
A009314,E0132,2025-05-06,Present
A007862,E0111,2024-12-12,Present
A008139,E0115,2024-12-05,Present
A004626,E0061,2024-02-26,Present
A004476,E0059,2024-05-28,Present
A005145,E0073,2024-04-11,Tardy
A003108,E0043,02/27/2024,Present
A013182,E0204,2025-12-11,P
A000968,E0014,2024-03-05,Present
A012949,E0201,2025-10-07,Present
A001946,E0027,2024-03-14,Present
A011908,E0186,2025-12-04,Present
A010810,E0169,2025-10-09,Present
A004630,E0061,2024-03-04,Absent
A000096,E0002,2023-11-21,Tardy
A015071,E0227,06/11/2026,Present
A004801,E0064,2024-05-09,Present
A002612,E0036,04/09/2024,Present
A006683,E0095,10/09/2024,Present
A002819,E0039,2024-04-04,Present
A014115,E0215,2026-08-19,Present
A000220,E0003,05/28/2024,Present
A008404,E0118,2025-06-03,Present
A000060,E0001,2024-04-23,Present
A014384,E0218,08/27/2026,Present
A002549,E0035,2024-05-23,Present
A014882,E0225,2026-04-29,Present
A013403,E0207,2026-01-13,Present
A013651,E0210,2026-07-08,Present
A007154,E0100,2025-02-13,Present
A014131,E0215,2026-09-16,P
A003044,E0042,2024-04-04,Present
A007284,E0102,2024-12-10,present
A000462,E0007,2023-12-14,Present
A011959,E0187,2025-09-16,PRESENT
A012732,E0198,2025-10-02,Present
A014358,E0218,2026-07-14,Present
A004686,E0061,2024-06-13,Present
A010336,E0146,2025-05-06,Present
A011737,E0183,2026-06-02,Present
A006609,E0094,2024-11-12,Present
A013005,E0201,2026-05-19,Present
A011428,E0178,04/02/2026,Present
A005021,E0070,2024-03-19,Present
A011461,E0179,10/28/2025,PRESENT
A000399,E0006,2023-12-07,Present
A007088,E0099,12/12/2024,present
A013586,E0209,2026-08-18,PRESENT
A008181,E0115,05/20/2025,Present
A002376,E0033,2024-02-29,Present
A005197,E0074,2024-05-30,present
A014136,E0216,2026-04-23,Present
A011615,E0181,2025-12-09,Present
A010552,E0162,2025-06-19,Present
A003211,E0044,2024-06-06,Absent
A006113,E0089,2024-09-18,Present
A006750,E0096,2024-08-26,P
A007795,E0110,2025-01-14,Present
A008689,E0123,12/19/2024,Present
A000331,E0005,2024-01-09,Present
A001787,E0025,2024-02-13,P
A000813,E0012,2024-02-15,Present
A001979,E0028,2023-10-05,Present
A001695,E0024,2023-12-07,Present
A000614,E0009,2023-12-21,Present
A001283,E0018,2024-04-30,Present
A008194,E0116,2024-09-26,Present
A014736,E0222,2026-08-27,Absent
A003644,E0049,2024-06-25,Present
A012472,E0194,01/29/2026,Tardy
A011575,E0180,2026-04-21,PRESENT
A010547,E0161,2025-07-09,P
A011626,E0181,2026-01-29,Present
A006001,E0087,2024-11-21,Tardy
A005207,E0075,02/15/2024,Present
A010491,E0158,2025-06-18,present
A004748,E0063,2024-03-19,Present
A003356,E0046,2024-03-20,present
A008621,E0122,2025-01-16,Tardy
A006391,E0092,2024-09-17,present
A011519,E0180,2025-09-09,Present
A007253,E0101,2025-05-22,Present
A003972,E0053,02/14/2024,Absent
A007376,E0103,02/25/2025,Present
A014306,E0217,2026-09-15,Present
A010896,E0170,2026-04-02,Present
A014818,E0223,2026-08-18,Present
A004650,E0061,2024-04-08,Present
A011331,E0177,2026-01-06,PRESENT
A002030,E0028,2024-04-18,Present
A011499,E0179,2026-03-31,A
A007956,E0112,2025-03-06,Present
A008804,E0124,06/03/2025,Present
A008095,E0114,2025-03-27,Present
A005435,E0080,2024-06-13,P
A007078,E0099,2024-11-19,Present
A000336,E0005,2024-01-25,Present
A008234,E0116,2025-03-04,Present
A005307,E0077,2024-05-07,Present
A004768,E0063,05/30/2024,P
A002693,E0037,2024-05-02,Present
A008273,E0117,2024-10-17,Present
A005922,E0086,01/06/2025,Present
A007718,E0108,2025-06-03,Excused
A004120,E0055,2024-06-03,Present
A009735,E0138,02/27/2025,Present
A008212,E0116,2024-12-05,Present
A010649,E0166,2026-02-03,Present
A007725,E0109,09/19/2024,Present
A014246,E0217,2026-06-02,Present
A004661,E0061,2024-05-01,Present
A008731,E0123,2025-06-03,Present
A002665,E0037,2024-01-23,Tardy
A003722,E0050,2024-05-16,Present
A004101,E0055,2024-04-30,Absent
A008495,E0120,10/29/2024,Present
A001732,E0024,04/25/2024,Absent
A002623,E0036,05/21/2024,Present
A004171,E0056,2024-03-04,Present
A012982,E0201,2026-02-19,Present
A002319,E0032,2024-05-07,Present
A014252,E0217,2026-06-11,Present
A013307,E0206,2025-09-30,Present
A009586,E0136,2025-02-18,Present
A001167,E0017,2023-11-21,Present
A001452,E0021,2023-09-28,Present
A003805,E0051,2024-04-11,Present
A002967,E0041,2024-03-28,Present
A006139,E0089,2024-11-04,Present
A012104,E0189,2025-09-18,present
A008218,E0116,2025-01-07,Present
A011014,E0172,2025-12-18,present
A005072,E0071,2024-05-02,present
A005889,E0086,2024-10-21,Present
A008252,E0116,2025-05-13,Present
A005398,E0079,2024-06-20,Present
A008407,E0118,2025-06-12,Present
A001944,E0027,2024-03-07,absent
A010444,E0154,2025-02-06,present
A007146,E0100,01/16/2025,Present
A013831,E0212,2026-07-15,Present
A006506,E0093,2024-10-24,Present
A011177,E0175,2025-11-11,Present
A001348,E0019,2024-03-21,Present
A003326,E0046,2024-01-29,Present
A000317,E0005,2023-11-07,Present
A010240,E0145,2025-02-06,Present
A004245,E0057,2024-01-17,Present
A008553,E0120,2025-06-12,Present
A001209,E0017,2024-05-02,P
A006651,E0095,2024-08-14,Present
A000425,E0006,2024-03-14,Present
A000555,E0008,2024-02-22,Present
A002993,E0042,09/26/2023,PRESENT
A001955,E0027,2024-04-18,Present
A008041,E0113,2025-06-10,Present
A009932,E0141,2024-12-03,Present
A001512,E0021,2024-05-14,Present
A013038,E0202,2025-12-11,Tardy
A008716,E0123,2025-04-03,Present
A009265,E0132,2024-10-22,Present
A012055,E0188,12/16/2025,Present
A014283,E0217,2026-08-05,Present
A005504,E0082,2024-09-26,Present
A009991,E0142,2024-10-08,Present
A005872,E0086,2024-09-19,Present
A003234,E0045,2024-02-12,Present
A005806,E0085,2024-11-06,Excused
A006052,E0088,2024-09-10,Present
A002597,E0036,2024-02-15,Present
A007591,E0107,2024-10-31,Present
A000574,E0008,05/02/2024,Present
A005929,E0086,2025-01-16,Present
A007360,E0103,12/19/2024,Present
A004818,E0065,2024-02-20,Present
A013541,E0209,06/01/2026,Present
A004112,E0055,2024-05-20,Present
A013610,E0210,2026-04-28,Present
A012241,E0190,2026-06-02,Present
A012670,E0197,2025-11-06,Present
A009804,E0139,02/13/2025,Present
A006518,E0093,2024-11-14,Present
A001584,E0022,2024-05-02,present
A000069,E0001,2024-05-23,Present
A014262,E0217,2026-06-30,Tardy
A009242,E0131,2024-10-15,PRESENT
A007959,E0112,2025-03-18,Present
A003648,E0049,2024-07-02,Absent
A007848,E0111,2024-10-17,Present
A007008,E0098,2025-01-16,E
A002456,E0034,2024-03-19,Excused
A001596,E0022,2024-06-13,Present
A003468,E0048,2024-02-07,Present
A011354,E0177,2026-03-26,Present
A014782,E0223,2026-06-16,Present
A004853,E0066,2024-02-06,Present
A009606,E0136,05/06/2025,Present
A012473,E0194,2026-02-03,Present
A000246,E0004,2023-11-21,Present
A003018,E0042,2024-01-04,Present
A010708,E0167,2025-12-04,Present
A003814,E0051,2024-05-02,Present
A008953,E0127,2024-10-24,present
A006558,E0094,2024-08-14,Present
A004345,E0058,2024-01-17,Present
A006628,E0094,2025-01-02,Present
A004098,E0055,2024-04-24,Present
A003801,E0051,2024-04-04,Present
A014287,E0217,2026-08-12,present
A000674,E0010,10/24/2023,Present
A006921,E0097,2025-01-28,Present
A013251,E0205,2025-12-02,Tardy
A003166,E0044,2023-12-21,Present
A007961,E0112,2025-03-25,Present
A010689,E0167,2025-09-23,Present
A004106,E0055,2024-05-08,Present
A003025,E0042,2024-01-30,P
A012672,E0197,2025-11-13,Present
A012860,E0199,05/14/2026,Present
A002426,E0034,2023-11-21,Present
A004696,E0061,2024-07-02,Absent
A012798,E0199,2025-09-11,Present
A003617,E0049,2024-05-08,Present
A006102,E0089,2024-08-29,Present
A004074,E0055,2024-03-07,Present
A011607,E0181,2025-11-04,Present
A008798,E0124,2025-05-13,Present
A003577,E0049,2024-02-22,Excused
A004352,E0058,2024-01-30,P
A005621,E0083,2024-11-07,present
A013160,E0204,09/18/2025,Tardy
A005246,E0076,2024-02-15,Present
A006462,E0092,2025-02-06,Present
A002518,E0035,02/01/2024,Present
A014794,E0223,2026-07-07,Present
A009321,E0132,05/29/2025,Present
A007421,E0104,2024-10-31,Present
A002037,E0028,2024-05-14,Present
A003066,E0043,2023-09-19,Excused
A012769,E0198,2026-03-03,Tardy
A009282,E0132,2025-01-07,Present
A003372,E0046,2024-04-23,Present
A013276,E0205,2026-03-12,Present
A008269,E0117,2024-10-03,Present
A014392,E0218,09/10/2026,Present
A001428,E0020,2024-04-09,Present
A011756,E0184,2025-10-30,Present
A008325,E0117,2025-05-13,Present
A001042,E0015,2024-02-29,
A007586,E0107,10/15/2024,PRESENT
A004515,E0060,2024-02-06,Present
A011161,E0175,2025-09-16,Present
A001414,E0020,2024-02-20,Present
A000115,E0002,2024-02-08,Present
A008527,E0120,03/06/2025,Present
A005891,E0086,2024-10-23,Present
A004217,E0056,2024-05-28,Present
A000231,E0004,09/28/2023,Excused
A008204,E0116,2024-10-31,Present
A012020,E0187,2026-05-14,Tardy
A013758,E0211,08/11/2026,Present
A002747,E0038,2024-02-15,Present
A003942,E0052,2024-06-20,Excused
A007615,E0107,2025-02-11,Tardy
A001521,E0021,2024-06-13,present
A013684,E0210,2026-09-03,Present
A004619,E0061,2024-02-13,Present
A000215,E0003,2024-05-09,Present
A011598,E0181,2025-10-02,Tardy
A014462,E0219,2026-08-11,Present
A007624,E0107,2025-03-13,Present
A007696,E0108,2025-03-11,Present
A006928,E0098,2024-08-12,Present
A004292,E0057,04/09/2024,Present
A002488,E0035,2023-10-05,Present
A008337,E0118,2024-09-17,Present
A004550,E0060,2024-04-08,Present
A008114,E0114,2025-06-10,present
A002183,E0030,04/30/2024,Present
A009641,E0137,12/05/2024,Absent
A003822,E0051,2024-05-16,Present
A013980,E0214,2026-05-28,present
A004337,E0057,2024-07-02,Present
A013777,E0211,2026-09-14,Present
A013438,E0207,2026-05-21,Present
A005187,E0074,04/25/2024,Present
A011635,E0182,2025-09-09,Present
A007293,E0102,2025-01-21,Present
A003116,E0043,2024-03-26,Present
A009241,E0131,2024-10-10,Present
A012721,E0197,2026-06-02,Present
A013540,E0209,2026-05-28,Present
A009007,E0127,05/27/2025,Present
A010261,E0145,2025-04-29,Present
A005373,E0079,2024-03-21,Present
A011651,E0182,2025-11-04,Tardy
A010055,E0142,2025-06-12,Present
A001499,E0021,2024-03-26,Absent
A006915,E0097,2025-01-16,Present
A010316,E0146,2025-02-18,Present
A009762,E0138,2025-06-10,Present
A004442,E0059,2024-03-25,Present
A006685,E0095,2024-10-14,Present
A013286,E0205,2026-04-23,Present
A013263,E0205,2026-01-27,PRESENT
A010224,E0145,2024-12-03,Absent
A009782,E0139,2024-11-12,Present
A006254,E0090,2024-12-18,Present
A002056,E0029,2023-10-12,Present
A011733,E0183,2026-05-19,Present
A002059,E0029,2023-10-24,present
A008671,E0123,2024-10-10,Present
A015108,E0227,2026-08-17,Present
A006051,E0088,2024-09-09,Present
A009175,E0130,2024-11-05,Present
A006335,E0091,2024-11-20,Tardy
A009676,E0137,2025-04-24,Present
A003705,E0050,2024-04-11,Present
A012965,E0201,2025-12-09,Present
A005550,E0082,2025-01-06,Present
A000484,E0007,2024-03-07,Excused
A015140,E0228,2026-05-11,Present
A003693,E0050,2024-03-21,Present
A012182,E0190,2025-10-09,Present
A006836,E0097,2024-08-13,Present
A009532,E0135,2025-05-01,Present
A004405,E0059,2024-01-18,A
A007878,E0111,2025-02-18,Present
A004985,E0069,2024-03-28,absent
A002985,E0041,06/04/2024,Present
A011979,E0187,2025-12-02,Present
A012148,E0189,2026-03-12,Present
A003080,E0043,2023-11-07,Absent
A002047,E0029,2023-09-12,Present
A004232,E0056,2024-06-24,Present
A012140,E0189,02/12/2026,Present
A004246,E0057,2024-01-18,Present
A015104,E0227,2026-08-10,present
A007196,E0101,2024-10-10,Present
A009971,E0141,2025-05-06,Present
A013922,E0213,2026-07-21,present
A002348,E0033,2023-11-09,Present
A006689,E0095,2024-10-21,Present
A011806,E0184,2026-05-21,Present
A004636,E0061,03/13/2024,Present
A014312,E0218,2026-04-23,Present
A009937,E0141,2024-12-19,Present
A012002,E0187,2026-03-05,Present
A004740,E0063,2024-02-20,Present
A001415,E0020,2024-02-22,Present
A000500,E0007,2024-05-07,Present
A000669,E0010,10/05/2023,Present
A009302,E0132,2025-03-18,Present
A008646,E0122,2025-04-22,Present
A003034,E0042,2024-02-29,Present
A006952,E0098,2024-09-23,Absent
A011660,E0182,2025-12-11,Absent
A007218,E0101,2025-01-14,PRESENT
A002486,E0035,2023-09-28,Present
A007249,E0101,2025-05-08,Present
A011645,E0182,2025-10-14,Present
A000304,E0005,2023-09-21,Present
A004936,E0068,02/22/2024,Present
A012210,E0190,2026-02-05,Present
A005894,E0086,2024-10-29,Absent
A001704,E0024,2024-01-16,Present
A010495,E0158,2025-06-25,Present
A011365,E0177,2026-05-12,Present
A005675,E0084,2024-09-02,Present
A005515,E0082,2024-10-16,Absent
A003947,E0052,2024-07-01,Present
A006424,E0092,2024-11-13,Present
A001043,E0015,2024-03-05,Present
A009290,E0132,02/04/2025,Present
A009407,E0134,2024-10-08,Present
A002925,E0041,2023-10-19,Present
A003207,E0044,2024-05-23,Tardy
A011858,E0185,2026-03-05,Present
A009426,E0134,2024-12-19,Present
A010796,E0168,05/28/2026,Present
A012073,E0188,2026-03-03,P
